assessment_detail_id,assessment_id,cso_id,cso_code,cso_name,assessment_round,assessment_date,cohort_id,region,sector_primary,core_capacity_area_id,core_capacity_area_name,capacity_practice_area_id,capacity_practice_area_name,capacity_practice_area_definition,indicator_standard_id,indicator_standard_reference,global_standard_commitment,current_practice_score_1_to_5,score_label_auto,score_interpretation_auto,gap_severity_auto,current_practice_summary,strengths_summary,areas_for_growth,capacity_gap,desired_practice,primary_evidence_source,secondary_evidence_sources,evidence_summary,evidence_confidence,target_learner_group_id,target_learner_group_name,ksme_diagnosis,separable_knowledge_or_skill_component,non_course_barrier_summary,course_fit_decision,recommended_intervention_route,safeguarding_data_sensitivity,no_harm_note,safe_for_dashboard,safe_summary_for_dashboard,evaluation_anchor,monitoring_signal,possible_practical_proof,verified_achievement_example,priority_flag,priority_rank,recommended_capacity_action,recommended_course_or_support_title,remarks,data_quality_check
AD_CSO_001_CPA_ADV_002,ASM_CSO_001_BASE,CSO_001,CSO-001,Addis Community Accountability Initiative,Baseline,2026-03-04,COH_BASE_2026,Addis Ababa,Governance,CCA_06_ADV,Evidence-Based Advocacy and Civic Engagement,CPA_ADV_002,Stakeholder mapping,3,Developing,Moderate,"The organization knows key local actors but does not maintain a structured stakeholder map with influence, interest, and risk.",Staff have strong local knowledge and community relationships.,Stakeholder analysis needs to be documented and updated.,Stakeholder engagement is based on experience but not structured analysis.,Staff can prepare a simple stakeholder map for civic engagement and accountability work.,Advocacy and community engagement discussion,Medium,TLG_ADVOCACY_COMMUNICATIONS,Skill,Not required,Course-addressable,Practical course plus stakeholder mapping exercise,Moderate,Avoid naming sensitive actors in shared outputs.,TRUE,Stakeholder mapping is a moderate civic engagement improvement area.,Baseline stakeholder mapping score.,Completed stakeholder map; safe advocacy planning signal.,Stakeholder mapping matrix,Yes,3,Introduce practical stakeholder mapping for civic engagement planning.,Stakeholder Mapping for Safe Civic Engagement,Synthetic validated baseline record.,Complete
AD_CSO_001_CPA_DIG_008,ASM_CSO_001_BASE,CSO_001,CSO-001,Addis Community Accountability Initiative,Baseline,2026-03-04,COH_BASE_2026,Addis Ababa,Governance,CCA_08_DIG,Digital Skills and Data Use / IT Competencies,CPA_DIG_008,Data protection,3,Developing,Moderate,"Staff understand that sensitive information should be protected, but data classification and access rules are not consistently applied.",Basic digital recordkeeping exists.,Data sensitivity classification and safe storage routines need improvement.,"Staff do not consistently distinguish public, internal, personal, and sensitive data.",Staff can classify data types and choose safe handling steps.,Digital practice review,Medium,TLG_MEAL_OFFICER,Knowledge,Not required,Course-addressable,Responsible data course plus classification scenarios,High,"Never upload raw personal, complaint, safeguarding, or civic-space-sensitive records.",FALSE,Responsible data handling requires internal strengthening; dashboard should use safe summaries only.,Baseline data protection score.,Completed data classification worksheet; safer data handling practice.,Data sensitivity classification worksheet,Yes,3,Provide responsible data handling and data minimization training.,Responsible Data Handling for CSO Staff,Synthetic validated baseline record.,Complete
AD_CSO_001_CPA_GOV_006,ASM_CSO_001_BASE,CSO_001,CSO-001,Addis Community Accountability Initiative,Baseline,2026-03-04,COH_BASE_2026,Addis Ababa,Governance,CCA_01_GOV,Internal Governance and Leadership,CPA_GOV_006,Strategic oversight,3,Developing,Moderate,"Board members receive project updates but strategic oversight questions are not routinely used to review performance, risk, or sustainability.",Board members are interested in organizational direction and community accountability.,Board review needs to move beyond activity updates toward strategic questions and follow-up.,"Board oversight is present but not consistently linked to strategy, risk, and learning evidence.",Board members can use a strategic oversight checklist during quarterly review meetings.,Board discussion notes and leadership interview,Medium,TLG_BOARD,Skill,Not required,Partly course-addressable,Short course plus facilitated board review routine,Low,Keep internal strategy concerns confidential and use fictional practice cases.,TRUE,Board strategic oversight is developing but needs clearer tools.,Baseline strategic oversight score; follow-up after board checklist use.,Improved board review questions; action tracker use.,Completed board oversight question guide,Yes,3,Introduce strategic oversight prompts and quarterly review checklist.,Strategic Oversight for CSO Boards,Synthetic validated baseline record.,Complete
AD_CSO_001_CPA_GOV_007,ASM_CSO_001_BASE,CSO_001,CSO-001,Addis Community Accountability Initiative,Baseline,2026-03-04,COH_BASE_2026,Addis Ababa,Governance,CCA_01_GOV,Internal Governance and Leadership,CPA_GOV_007,Governance meetings,3,Developing,Moderate,"Governance meetings take place but action points, owners, and timelines are not always captured clearly.",Meeting culture exists and board members participate when available.,Meeting documentation needs a stronger action and accountability format.,Governance meetings produce discussion but not always clear follow-up records.,Board secretary and leadership can convert meeting discussions into action-oriented records.,Meeting minutes sample review,High,TLG_BOARD,Skill,Not required,Course-addressable,Practical course plus meeting action tracker,Low,Redact real minutes before any submission.,TRUE,Governance meeting documentation needs standardization.,Baseline meeting documentation score.,Completed action tracker; improved governance records.,Governance meeting action tracker,Yes,2,Use a structured action tracker after governance meetings.,Making CSO Governance Meetings Action-Oriented,Synthetic validated baseline record.,Complete
AD_CSO_001_CPA_GOV_008,ASM_CSO_001_BASE,CSO_001,CSO-001,Addis Community Accountability Initiative,Baseline,2026-03-04,COH_BASE_2026,Addis Ababa,Governance,CCA_01_GOV,Internal Governance and Leadership,CPA_GOV_008,Internal policies,3,Developing,Moderate,Core policies exist but staff are not always confident about which policy applies in routine operational situations.,The organization has basic written policies and leadership interest in compliance.,Policy-use guidance and scenario-based staff orientation are needed.,Policies are available but not consistently translated into daily decisions.,Staff can match common situations to relevant internal policies and required actions.,Policy file review and staff discussion,Medium,TLG_HR_ADMIN,Knowledge,Not required,Course-addressable,Short policy-use orientation plus scenario practice,Low,Do not upload full internal policies unless approved; use excerpts or fictional examples.,TRUE,Internal policy use is a moderate governance systems gap.,Baseline policy-use score.,Scenario completion; policy-use checklist.,Policy-use scenario worksheet,Yes,3,Provide practical policy-use orientation for staff and managers.,Using Internal CSO Policies in Daily Decisions,Synthetic validated baseline record.,Complete
AD_CSO_001_CPA_GOV_009,ASM_CSO_001_BASE,CSO_001,CSO-001,Addis Community Accountability Initiative,Baseline,2026-03-04,COH_BASE_2026,Addis Ababa,Governance,CCA_01_GOV,Internal Governance and Leadership,CPA_GOV_009,Ethical decision-making,3,Developing,Moderate,"Staff recognize common ethical concerns but lack a consistent decision process for pressure, favoritism, or informal requests.",Staff show awareness of integrity and community trust.,Ethical decision steps and escalation options need clearer practice.,Ethical risks may be handled inconsistently when staff face informal pressure.,Staff can apply a simple ethical decision framework to realistic CSO scenarios.,Staff reflection workshop,Medium,TLG_MIXED_TEAM,Skill,Not required,Course-addressable,Scenario-based ethics course plus escalation checklist,Moderate,Use fictional scenarios and avoid naming real incidents or individuals.,TRUE,Ethical decision-making is developing but requires structured practice.,Baseline ethical decision-making score.,Completed ethical scenario worksheet; improved escalation awareness.,Ethical decision scenario record,Yes,3,Introduce practical ethical decision scenarios for mixed teams.,Ethical Decision-Making for CSO Staff and Leaders,Synthetic validated baseline record.,Complete
AD_CSO_001_CPA_GOV_010,ASM_CSO_001_BASE,CSO_001,CSO-001,Addis Community Accountability Initiative,Baseline,2026-03-04,COH_BASE_2026,Addis Ababa,Governance,CCA_01_GOV,Internal Governance and Leadership,CPA_GOV_010,Leadership transition,2,Weak,High,Leadership continuity and delegation planning are informal; responsibilities depend heavily on a few senior people.,Senior leaders are trusted and experienced.,"Delegation, backup responsibility, and continuity planning need practical improvement.",The organization lacks a simple leadership continuity process.,Leaders can identify critical responsibilities and prepare a basic continuity checklist.,Leadership interview and organizational document review,Medium,TLG_EXEC_LEADER,Skill,Yes,Partly course-addressable,Continuity planning course plus leadership coaching,Low,Do not expose internal leadership vulnerabilities in external summaries.,TRUE,Leadership continuity is a high-priority governance resilience gap.,Baseline leadership transition score.,Continuity checklist completed; follow-up leadership action plan.,Leadership transition readiness checklist,Yes,2,Support leaders to map critical functions and delegation backups.,Leadership Continuity and Delegation for Local CSOs,Synthetic validated baseline record.,Complete
AD_CSO_001_CPA_ACC_001,ASM_CSO_001_BASE,CSO_001,CSO-001,Addis Community Accountability Initiative,Baseline,2026-03-04,COH_BASE_2026,Addis Ababa,Governance,CCA_02_ACC,Transparency and Accountability,CPA_ACC_001,Public information sharing,3,Developing,Moderate,"Project information is shared during community meetings, but there is no standard format for consistent public information sharing.",The organization values community communication and maintains local presence.,"Information-sharing content, timing, and format need standardization.","Communities may receive uneven information about activities, responsibilities, and follow-up.",Staff can prepare a clear community-facing project information note.,Community meeting notes and program staff discussion,Medium,TLG_PROGRAM_MANAGER,Skill,Not required,Course-addressable,Short accountability communication course plus template,Low,Avoid confidential donor terms and personal data.,TRUE,Public information sharing is developing but needs a consistent format.,Baseline information-sharing score.,Community information note; learner feedback; improved communication practice.,Draft project information-sharing notice,Yes,3,Introduce a simple project information-sharing template.,Sharing Project Information Clearly with Communities,Synthetic validated baseline record.,Complete
AD_CSO_001_CPA_ACC_002,ASM_CSO_001_BASE,CSO_001,CSO-001,Addis Community Accountability Initiative,Baseline,2026-03-04,COH_BASE_2026,Addis Ababa,Governance,CCA_02_ACC,Transparency and Accountability,CPA_ACC_002,Accessible project information,3,Developing,Moderate,Community messages are understandable in meetings but written updates sometimes use donor-heavy language.,Field staff can explain project activities clearly in person.,Written information needs simpler language and better accessibility.,Project information is not always accessible to diverse community members.,Staff can rewrite technical project information into plain-language community messages.,Communication sample review,Medium,TLG_FIELD_FACILITATOR,Skill,Not required,Course-addressable,Plain-language communication practice,Low,Use fictional or approved project details only.,TRUE,Accessible communication is a moderate accountability improvement area.,Baseline accessible information score.,Before-after rewrite; community comprehension feedback.,Plain-language project information sample,Yes,3,Build staff capacity in plain-language community communication.,Plain-Language Communication for CSO Accountability,Synthetic validated baseline record.,Complete
AD_CSO_001_CPA_ACC_003,ASM_CSO_001_BASE,CSO_001,CSO-001,Addis Community Accountability Initiative,Baseline,2026-03-04,COH_BASE_2026,Addis Ababa,Governance,CCA_02_ACC,Transparency and Accountability,CPA_ACC_003,Funding transparency,2,Weak,High,"Staff are unsure what funding information can be safely shared with communities, board members, or partners.",Leadership supports transparency in principle.,"Funding information needs to be classified by public, internal, and restricted visibility.",Funding transparency is not guided by clear safe-sharing rules.,Staff can classify funding information and prepare safe summaries without exposing sensitive details.,Finance/admin interview and communication sample review,Medium,TLG_FINANCE_ADMIN,Knowledge,Yes,Partly course-addressable,Course on safe transparency plus internal approval rule,Moderate,"Do not share confidential donor contracts, bank details, staff salaries, or sensitive budget figures.",FALSE,Funding transparency needs internal strengthening; only safe summaries should be dashboard-visible.,Baseline funding transparency classification score.,Completed funding information classification table; safe summary approval.,Funding transparency classification table,Yes,2,Develop practical guidance on safe financial and funding information sharing.,Safe Funding Transparency for CSOs,Synthetic validated baseline record.,Complete
AD_CSO_001_CPA_ACC_006,ASM_CSO_001_BASE,CSO_001,CSO-001,Addis Community Accountability Initiative,Baseline,2026-03-04,COH_BASE_2026,Addis Ababa,Governance,CCA_02_ACC,Transparency and Accountability,CPA_ACC_006,Stakeholder communication,3,Developing,Moderate,"Stakeholder communication happens frequently but is not consistently planned, tracked, or reviewed.",Staff have strong relationships with community and local stakeholders.,Communication planning and follow-up documentation need improvement.,Stakeholder updates are relationship-driven rather than systematized.,Staff can prepare and update a simple stakeholder communication tracker.,Stakeholder engagement notes and staff discussion,Medium,TLG_PROGRAM_MANAGER,Skill,Not required,Course-addressable,Practical stakeholder communication course,Low,Avoid naming sensitive actors or sharing private stakeholder commitments.,TRUE,Stakeholder communication requires stronger tracking.,Baseline stakeholder communication score.,Communication tracker completed; follow-up actions recorded.,Stakeholder communication tracker,Yes,3,Introduce simple stakeholder communication planning and tracking.,Practical Stakeholder Communication for CSO Projects,Synthetic validated baseline record.,Complete
AD_CSO_001_CPA_ACC_007,ASM_CSO_001_BASE,CSO_001,CSO-001,Addis Community Accountability Initiative,Baseline,2026-03-04,COH_BASE_2026,Addis Ababa,Governance,CCA_02_ACC,Transparency and Accountability,CPA_ACC_007,Accountability reporting,2,Weak,High,"Donor reports are prepared, but community-facing accountability reports are not produced consistently.",The organization has relevant project information and community engagement experience.,"Staff need practice summarizing progress, feedback, and response actions for community stakeholders.",Reporting is stronger upward to donors than outward/downward to communities.,Staff can prepare a short community accountability report from safe project information.,Donor report review and community meeting notes,Medium,TLG_MEAL_OFFICER,Skill,Not required,Course-addressable,Practical accountability reporting course,Moderate,"Use safe summaries only; exclude names, complaints, and sensitive details.",TRUE,Community accountability reporting is a high-priority gap.,Baseline accountability reporting score.,Community report sample; feedback response tracking.,Community accountability report sample,Yes,2,"Train staff to prepare safe, plain-language community accountability reports.",Reporting Back to Communities: Practical CSO Accountability,Synthetic validated baseline record.,Complete
AD_CSO_001_CPA_ACC_009,ASM_CSO_001_BASE,CSO_001,CSO-001,Addis Community Accountability Initiative,Baseline,2026-03-04,COH_BASE_2026,Addis Ababa,Governance,CCA_02_ACC,Transparency and Accountability,CPA_ACC_009,Open organization practice,3,Developing,Moderate,"The organization values openness but has not clearly defined what should be public, internal, restricted, or consent-based.",Leadership has a positive attitude toward transparency and public trust.,Data visibility and transparency boundaries need clearer rules.,Openness is practiced informally without enough data-safety guidance.,Staff can decide what information can be shared safely in different transparency scenarios.,Transparency discussion and document review,Medium,TLG_MIXED_TEAM,Knowledge,Yes,Partly course-addressable,Course on openness and data safety plus internal visibility rules,Moderate,"Balance openness with confidentiality, consent, and no-harm.",FALSE,Open organization practice needs safe internal guidance; dashboard should avoid sensitive detail.,Baseline openness and visibility rule score.,Completed transparency decision worksheet; safe-summary use.,Transparency decision worksheet,Yes,3,Clarify practical visibility rules for transparent but safe organizational practice.,Open but Safe: Transparency Rules for CSOs,Synthetic validated baseline record.,Complete
AD_CSO_001_CPA_STR_001,ASM_CSO_001_BASE,CSO_001,CSO-001,Addis Community Accountability Initiative,Baseline,2026-03-04,COH_BASE_2026,Addis Ababa,Governance,CCA_03_STR,Strategic Planning and Organizational Sustainability,CPA_STR_001,Mission clarity,4,Strong,Low,Staff can explain the organization’s mission and connect it to community accountability and governance work.,Mission identity is clear and widely understood by core staff.,Mission language could still be better integrated into planning and reporting formats.,No major knowledge gap; minor need to link mission to evidence and workplans.,"Staff consistently connect activities, results, and decisions to mission.",Staff workshop and strategic document review,High,TLG_EXEC_LEADER,Knowledge,Not required,Course-addressable,Light-touch refresher or embedded guidance,Low,Safe for dashboard as broad summary.,TRUE,Mission clarity is a relative strength.,Baseline mission clarity score.,Mission-linked workplan language; staff reflection.,Mission alignment worksheet,No,5,Use this strength to support strategic planning and accountability courses.,Mission Alignment as a Practical Planning Tool,Synthetic validated baseline record.,Complete
AD_CSO_001_CPA_STR_002,ASM_CSO_001_BASE,CSO_001,CSO-001,Addis Community Accountability Initiative,Baseline,2026-03-04,COH_BASE_2026,Addis Ababa,Governance,CCA_03_STR,Strategic Planning and Organizational Sustainability,CPA_STR_002,Organizational identity,4,Strong,Low,The organization has a clear identity around civic accountability and community participation.,Staff can describe the organization’s added value in local accountability work.,Identity statement could be sharpened for donor and partner communication.,Organizational identity is strong but not always packaged concisely for external use.,"Staff can present a concise identity statement linking mission, constituency, and value.",Strategic document review and staff reflection,High,TLG_EXEC_LEADER,Skill,Not required,Course-addressable,Optional communication refinement exercise,Low,Avoid overstating representativeness beyond evidence.,TRUE,Organizational identity is a strength with minor communication improvement need.,Baseline organizational identity score.,Improved identity statement; stakeholder feedback.,Organizational identity statement,No,5,Use organizational identity as a foundation for resource mobilization and partnership communication.,Communicating CSO Identity and Value,Synthetic validated baseline record.,Complete
AD_CSO_001_CPA_STR_003,ASM_CSO_001_BASE,CSO_001,CSO-001,Addis Community Accountability Initiative,Baseline,2026-03-04,COH_BASE_2026,Addis Ababa,Governance,CCA_03_STR,Strategic Planning and Organizational Sustainability,CPA_STR_003,Strategic priorities,3,Developing,Moderate,"Strategic priorities exist, but project selection sometimes follows donor opportunity rather than a documented priority screen.",Leadership has a clear sense of major program directions.,Priority scoring and donor-fit discipline need improvement.,Strategic priorities are not consistently used to assess new opportunities.,Staff can screen activities and opportunities against strategic priority criteria.,Strategic plan and donor pipeline discussion,Medium,TLG_EXEC_LEADER,Skill,Not required,Course-addressable,Strategy-to-action course plus priority screening matrix,Low,Do not expose confidential donor pipeline information.,TRUE,Strategic priority use is developing but needs practical tools.,Baseline priority-use score.,Priority screening matrix; improved go/no-go decisions.,Strategic priority scoring matrix,Yes,3,Introduce a practical priority screening matrix for leadership and program teams.,Using Strategic Priorities to Make Better CSO Decisions,Synthetic validated baseline record.,Complete
AD_CSO_001_CPA_STR_004,ASM_CSO_001_BASE,CSO_001,CSO-001,Addis Community Accountability Initiative,Baseline,2026-03-04,COH_BASE_2026,Addis Ababa,Governance,CCA_03_STR,Strategic Planning and Organizational Sustainability,CPA_STR_004,Operational planning,3,Developing,Moderate,"Workplans exist but do not always show clear links between strategic objectives, owners, timelines, and monitoring checkpoints.",Program staff are used to activity planning.,Operational plans need stronger ownership and monitoring fields.,Planning is activity-based but not always outcome- and responsibility-linked.,Program managers can convert strategic objectives into quarterly operational plans.,Workplan review,High,TLG_PROGRAM_MANAGER,Skill,Not required,Course-addressable,Practical operational planning course,Low,Redact sensitive partner or location details if used as proof.,TRUE,Operational planning is a moderate capacity gap.,Baseline operational planning score.,Quarterly operational plan; action tracker use.,Quarterly operational plan sample,Yes,3,"Strengthen quarterly operational planning with owners, timelines, and evidence points.",Turning Strategy into Practical Workplans,Synthetic validated baseline record.,Complete
